slug,name,type,categories,target,fit,effort,existing,privileged,arm,updateable,port,rationale,website,documentation
thingsboard,ThingsBoard,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,8080,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://thingsboard.io/,https://thingsboard.io/docs/
traccar,Traccar,lxc,Miscellaneous,needs-triage,unknown,medium,,false,false,true,8082,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.traccar.org/,https://www.traccar.org/documentation/
trek,TREK,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/mauriceboe/TREK,https://github.com/mauriceboe/TREK#readme
trip,TRIP,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,8000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/itskovacs/TRIP,https://itskovacs.github.io/trip/docs/intro
wanderer,Wanderer,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://wanderer.to,https://wanderer.to/welcome
wavelog,Wavelog,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,80,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://www.wavelog.org/,https://github.com/wavelog/wavelog/wiki
wger,wger,lxc,Gaming & Leisure,needs-triage,unknown,medium,,false,false,true,3000,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://wger.de,https://wger.readthedocs.io/en/latest/index.html#
zerobyte,Zerobyte,lxc,Backup & Recovery,needs-triage,unknown,medium,,false,false,true,4096,Metadata alone is not enough; inspect upstream image/chart and runtime assumptions before deciding.,https://github.com/nicotsx/zerobyte,https://github.com/nicotsx/zerobyte#readme
authentik,authentik,lxc,Authentication & Security,root,already-covered,none,root/apps/authentik,false,false,true,9000,Already represented in your infra as root/apps/authentik.,https://goauthentik.io/,https://docs.goauthentik.io/
forgejo,Forgejo,lxc,AI / Coding & Dev-Tools,root,already-covered,none,root/apps/forgejo,false,false,true,3000,Already represented in your infra as root/apps/forgejo.,https://forgejo.org/,https://forgejo.org/docs/latest/
ghost,Ghost,lxc,Business & ERP,root,already-covered,none,root/apps/ghost,false,false,true,2368,Already represented in your infra as root/apps/ghost.,https://ghost.org,https://ghost.org/docs/
gitea,Gitea,lxc,AI / Coding & Dev-Tools,root,already-covered,none,root/apps/forgejo equivalent,false,false,true,3000,Already represented in your infra as root/apps/forgejo equivalent.,https://gitea.com,https://docs.gitea.com/
gotify,Gotify,lxc,Automation & Scheduling,root,already-covered,none,root/apps/gotify,false,false,true,80,Already represented in your infra as root/apps/gotify.,https://gotify.net/,https://gotify.net/docs/index
grafana,Grafana,lxc,Monitoring & Analytics,root,already-covered,none,root/apps/grafana,false,false,true,3000,Already represented in your infra as root/apps/grafana.,https://grafana.com/,https://grafana.com/docs/grafana/latest/
umami,Umami,lxc,Monitoring & Analytics,root,already-covered,none,root/apps/umami,false,false,true,3000,Already represented in your infra as root/apps/umami.,https://umami.is/,https://umami.is/docs
uptimekuma,Uptime Kuma,lxc,Monitoring & Analytics,root,already-covered,none,root/apps/uptime-kuma,false,false,true,3001,Already represented in your infra as root/apps/uptime-kuma.,https://github.com/louislam/uptime-kuma#uptime-kuma,https://github.com/louislam/uptime-kuma/wiki
vaultwarden,Vaultwarden,lxc,Authentication & Security,root,already-covered,none,root/apps/vaultwarden,false,false,true,8000,Already represented in your infra as root/apps/vaultwarden.,https://github.com/dani-garcia/vaultwarden/,https://github.com/dani-garcia/vaultwarden/wiki
2fauth,2FAuth,lxc,Authentication & Security,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://2fauth.app/,https://docs.2fauth.app/
actualbudget,Actual Budget,lxc,Finance & Budgeting,root,good,low,,false,false,true,5006,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://actualbudget.org/,https://github.com/community-scripts/ProxmoxVE/discussions/807
apache-tika,Apache Tika,lxc,Documents & Notes,root,good,low,,false,false,true,9998,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://tika.apache.org/,https://cwiki.apache.org/confluence/display/tika
authelia,Authelia,lxc,Authentication & Security,root,good,low,,false,false,true,443,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.authelia.com/,https://www.authelia.com/integration/deployment/bare-metal/
beszel,Beszel,lxc,Monitoring & Analytics,root,good,low,,false,false,true,8090,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://beszel.dev/,https://beszel.dev/guide/what-is-beszel
bookstack,BookStack,lxc,Documents & Notes,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.bookstackapp.com/,https://www.bookstackapp.com/docs/
changedetection,Change Detection,lxc,Gaming & Leisure,root,good,low,,false,false,true,5000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://changedetection.io/,https://changedetection.io/tutorials
commafeed,CommaFeed,lxc,Documents & Notes,root,good,low,,false,false,true,8082,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.commafeed.com/,https://athou.github.io/commafeed/documentation/
docmost,Docmost,lxc,Documents & Notes,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://docmost.com/,https://docmost.com/docs/installation
excalidraw,Excalidraw,lxc,Documents & Notes,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://excalidraw.com/,https://docs.excalidraw.com/docs
firefly,Firefly III,lxc,Finance & Budgeting,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://firefly-iii.org/,https://docs.firefly-iii.org/
freshrss,FreshRSS,lxc,Documents & Notes,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://freshrss.org/,https://freshrss.github.io/FreshRSS/en/
gatus,gatus,lxc,Monitoring & Analytics,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://gatus.io/,https://gatus.io/docs
gokapi,Gokapi,lxc,Files & Downloads,root,good,low,,false,false,true,53842,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/Forceu/Gokapi,https://gokapi.readthedocs.io/en/latest/usage.html
healthchecks,Healthchecks,lxc,Monitoring & Analytics,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://healthchecks.io/,https://healthchecks.io/docs/
homepage,Homepage,lxc,Dashboards & Frontends,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://gethomepage.dev,https://gethomepage.dev/configs/
karakeep,karakeep,lxc,Documents & Notes,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://karakeep.app/,https://docs.karakeep.app/
keycloak,Keycloak,lxc,Authentication & Security,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.keycloak.org/,https://www.keycloak.org/documentation
linkwarden,Linkwarden,lxc,Documents & Notes,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://linkwarden.app/,https://docs.linkwarden.app/
listmonk,listmonk,lxc,Miscellaneous,root,good,low,,false,false,true,9000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://listmonk.app/,https://listmonk.app/docs/
lldap,lldap,lxc,Authentication & Security,root,good,low,,false,false,true,17170,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/lldap/lldap,https://github.com/lldap/lldap/blob/main/README.md
meilisearch,Meilisearch,lxc,Databases,root,good,low,,false,false,true,7700,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.meilisearch.com/,https://www.meilisearch.com/docs
memos,Memos,lxc,Documents & Notes,root,good,low,,false,false,true,9030,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.usememos.com/,https://www.usememos.com/docs
n8n,n8n,lxc,IoT & Smart Home,root,good,low,,false,false,true,5678,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://n8n.io/,https://docs.n8n.io/
nocodb,NocoDB,lxc,Business & ERP,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.nocodb.com/,https://docs.nocodb.com/
ntfy,ntfy,lxc,Automation & Scheduling,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://ntfy.sh/,https://docs.ntfy.sh/
oauth2-proxy,OAuth2-Proxy,lxc,Network & Firewall; Authentication & Security,root,good,low,,false,false,true,,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://oauth2-proxy.github.io/oauth2-proxy/,https://oauth2-proxy.github.io/oauth2-proxy/configuration/overview
opengist,Opengist,lxc,AI / Coding & Dev-Tools,root,good,low,,false,false,true,6157,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://opengist.io/,https://opengist.io/docs/
outline,Outline,lxc,Documents & Notes,root,good,low,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.getoutline.com,https://docs.getoutline.com/s/hosting/
paperless-ngx,Paperless-ngx,lxc,Documents & Notes,root,good,low,,false,false,true,8000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://docs.paperless-ngx.com/,https://docs.paperless-ngx.com/
pocketbase,Pocketbase,lxc,Databases,root,good,low,,false,false,true,,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://pocketbase.io/,https://pocketbase.io/docs/
privatebin,PrivateBin,lxc,Documents & Notes,root,good,low,,false,false,true,80,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/PrivateBin/PrivateBin,https://github.com/PrivateBin/PrivateBin/wiki
searxng,SearXNG,lxc,Miscellaneous,root,good,low,,false,false,true,8888,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/searxng/searxng,https://docs.searxng.org/
stirling-pdf,Stirling-PDF,lxc,Documents & Notes,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://docs.stirlingpdf.com/,
vikunja,Vikunja,lxc,Documents & Notes,root,good,low,,false,false,true,3456,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://vikunja.io/,https://vikunja.io/docs/
zammad,Zammad,lxc,Business & ERP,root,good,low,,false,false,true,,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://zammad.org/,https://docs.zammad.org/en/latest/
zitadel,Zitadel,lxc,Authentication & Security,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://zitadel.com,https://zitadel.com/docs/guides/overview
zot-registry,Zot Registry,lxc,Containers & Docker,root,good,low,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://zotregistry.dev/,https://zotregistry.dev/docs/intro/
drawio,Draw.IO,lxc,Documents & Notes,root,good,medium,,false,false,true,8080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://www.drawio.com/,https://www.drawio.com/doc/
openobserve,OpenObserve,lxc,Monitoring & Analytics,root,good,medium,,false,false,true,5080,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://openobserve.ai/,https://openobserve.ai/docs/
pairdrop,PairDrop,lxc,Files & Downloads,root,good,medium,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/schlagmichdoch/PairDrop,https://github.com/schlagmichdoch/PairDrop/blob/master/docs/host-your-own.md
silverbullet,Silverbullet,lxc,Documents & Notes,root,good,medium,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://silverbullet.md,https://silverbullet.md/Manual
tianji,Tianji,lxc,Monitoring & Analytics,root,good,medium,,false,false,true,12345,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://tianji.msgbyte.com/,https://tianji.dev/docs/intro
wastebin,Wastebin,lxc,Documents & Notes,root,good,medium,,false,false,true,8088,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/matze/wastebin,https://github.com/matze/wastebin/blob/a297749b932ed9ff32569f3af7ee8e4a5b499834/README.md
web-check,Web-Check,lxc,Network & Firewall,root,good,medium,,false,false,true,3000,"Good datacenter Kubernetes candidate: HTTP service or backend app with a known container path; chart as a wrapper with HTTPRoute, Secret, PVC, and external DB/cache where appropriate.",https://github.com/lissy93/web-check,https://github.com/Lissy93/web-check/blob/master/.github/README.md
dotnetaspwebapi,Dotnet ASP Web API,lxc,AI / Coding & Dev-Tools,root,possible,high,,true,false,true,80,"Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://learn.microsoft.com/en-us/aspnet/core/host-and-deploy/linux-nginx?view=aspnetcore-9.0&tabs=linux-ubuntu,https://learn.microsoft.com/en-us/aspnet/core/host-and-deploy/linux-nginx?view=aspnetcore-9.0&tabs=linux-ubuntu
kasm,Kasm,lxc,Monitoring & Analytics,root,possible,high,,true,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.kasmweb.com/,https://www.kasmweb.com/docs/
mattermost,Mattermost,lxc,Business & ERP,root,possible,high,,false,false,true,8065,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://mattermost.com/,https://docs.mattermost.com/
rustdeskserver,RustDesk Server,lxc,Webservers & Proxies,root,possible,high,,false,false,true,21114,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://rustdesk.com/,https://rustdesk.com/docs/en/
glance,Glance,lxc,Dashboards & Frontends,root,possible,low,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/glanceapp/glance,https://github.com/glanceapp/glance/blob/main/docs/configuration.md
anchor,Anchor,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/ZhFahim/anchor,https://github.com/ZhFahim/anchor#readme
anytype-server,Anytype Server,lxc,Documents & Notes,root,possible,medium,,false,false,true,33010,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://anytype.io/,https://doc.anytype.io/
apache-tomcat,Apache Tomcat,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://tomcat.apache.org/,https://cwiki.apache.org/confluence/display/TOMCAT
apprise-api,Apprise API,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,8000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://appriseit.com/api/,https://appriseit.com/api/
archivebox,ArchiveBox,lxc,Documents & Notes,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://archivebox.io/,https://github.com/ArchiveBox/ArchiveBox/wiki
babybuddy,Baby Buddy,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/babybuddy/babybuddy,https://docs.baby-buddy.net/
bentopdf,BentoPDF,lxc,Documents & Notes,root,possible,medium,,false,false,true,8443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.bentopdf.com,https://github.com/alam00000/bentopdf
birdnet-go,BirdNET-Go,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/tphakala/birdnet-go,https://github.com/tphakala/birdnet-go/wiki
bitfocus-companion,Bitfocus Companion,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,8000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://bitfocus.io/companion,https://user.bitfocus.io/docs
blinko,Blinko,lxc,Documents & Notes,root,possible,medium,,false,false,true,1111,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://blinko.space/,https://docs.blinko.space/
bunkerweb,BunkerWeb,lxc,Authentication & Security,root,possible,medium,,false,false,true,,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.bunkerweb.io/,https://docs.bunkerweb.io/latest/
bytestash,ByteStash,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/jordan-dalby/ByteStash,https://github.com/jordan-dalby/ByteStash/wiki
caddy,Caddy,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://caddyserver.com/,https://caddyserver.com/docs/
certimate,Certimate,lxc,Authentication & Security,root,possible,medium,,false,false,true,8090,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://certimate.me/,https://docs.certimate.me/
checkmate,Checkmate,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,5173,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/bluewave-labs/Checkmate,https://github.com/bluewave-labs/Checkmate#readme
checkmk,Checkmk,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://checkmk.com/,https://docs.checkmk.com/
cliproxyapi,CLIProxyAPI,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8317,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/router-for-me/CLIProxyAPI,https://help.router-for.me/
cloudreve,Cloudreve,lxc,Documents & Notes,root,possible,medium,,false,false,true,5212,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://cloudreve.org/,https://docs.cloudreve.org/en/
cockpit,Cockpit,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,9090,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://cockpit-project.org/,https://cockpit-project.org/documentation.html
comfyui,ComfyUI,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8188,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://www.comfy.org/,https://github.com/comfyanonymous/ComfyUI
convertx,ConvertX,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/C4illin/ConvertX,https://github.com/C4illin/ConvertX
cronicle,Cronicle Primary,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,3012,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/jhuckaby/Cronicle,https://github.com/jhuckaby/Cronicle/blob/master/README.md
cryptpad,CryptPad,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://cryptpad.org/,https://docs.cryptpad.org/
dagu,Dagu,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,8080,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://dagu.sh/,https://docs.dagu.sh/
dashy,Dashy,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,4000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://dashy.to/,https://dashy.to/docs
dawarich,Dawarich,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://dawarich.app/,https://dawarich.app/docs/intro
docuseal,DocuSeal,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.docuseal.com/,https://www.docuseal.com/docs
dolibarr,Dolibarr,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.dolibarr.org/,https://wiki.dolibarr.org/index.php?title=Home
domain-locker,Domain Locker,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/Lissy93/domain-locker,https://domain-locker.com/about
domain-monitor,Domain Monitor,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/Hosteroid/domain-monitor,https://github.com/Hosteroid/domain-monitor/blob/main/README.md
donetick,Donetick,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,2021,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://donetick.com,https://docs.donetick.com/getting-started/
drawdb,DrawDB,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://drawdb.vercel.app,https://github.com/drawdb-io/drawdb
erpnext,ERPNext,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://erpnext.com/,https://docs.erpnext.com/
flatnotes,Flatnotes,lxc,Documents & Notes,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/dullage/flatnotes,https://github.com/dullage/flatnotes/wiki
flowiseai,FlowiseAI,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://flowiseai.com/,https://docs.flowiseai.com/
fluid-calendar,Fluid-Calendar,lxc,Automation & Scheduling; Miscellaneous,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/dotnetfactory/fluid-calendar,https://github.com/dotnetfactory/fluid-calendar/tree/main/docs
foldergram,Foldergram,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,4141,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://foldergram.github.io/,https://foldergram.github.io/quick-start
forgejo-runner,Forgejo Runner,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://forgejo.org/docs/latest/admin/actions/runner-installation/,https://forgejo.org/docs/latest/admin/actions/runner-installation/
fumadocs,Fumadocs,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://fumadocs.vercel.app/,https://fumadocs.vercel.app/docs/ui
geopulse,GeoPulse,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/tess1o/geopulse,https://tess1o.github.io/geopulse/docs/getting-started/introduction
ghostfolio,Ghostfolio,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,3333,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://ghostfol.io/,https://github.com/ghostfolio/ghostfolio?tab=readme-ov-file#self-hosting
github-runner,GitHub Runner,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/actions/runner,https://docs.github.com/en/actions/hosting-your-own-runners/managing-self-hosted-runners
glpi,GLPI,lxc,Business & ERP,root,possible,medium,,false,false,false,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://glpi-project.org/,https://glpi-project.org/documentation/
